Hotel_Name,Property Description,Hotel Website,Country,Address,Hotel star rating,Ocean View,City View,Family Rooms,Smoking Rooms Available,Non-Smoking Rooms Available,Suites,Free Parking,Free Internet,Pool,Fitness Centre/Gym,Bar/Lounge,Play Area,Pets Allowed,Cab Services
Apollo Hotel Amsterdam,"A modern hotel located near Amsterdam's city center, offering comfortable rooms, a restaurant, and a convenient location for exploring the city's attractions, shopping, and cultural landmarks. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Amsterdam.",https://www.apollohotels.co.uk/apollo-hotel-amsterdam/,Netherlands,"Apollolaan, Amsterdam",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Catalonia Catedral,"A modern hotel located in Barcelona's Gothic Quarter, offering comfortable rooms, a rooftop terrace, and a central location near Barcelona Cathedral, Plaça Catalunya, and cultural attractions. The hotel provides a contemporary and stylish environment, making it an ideal choice for both business and leisure travelers visiting Barcelona.",https://www.cataloniahotels.com/en/hotel/catalonia-catedral-barcelona,Spain,"Carrer de Bergara, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Element Amsterdam,"A modern hotel located in Amsterdam's Zuidoost neighborhood, offering spacious rooms, a fitness center, and a convenient location near Amsterdam Arena, Ziggo Dome, and business districts. The hotel provides a contemporary environment with eco-friendly features, making it a suitable choice for both business and leisure travelers visiting Amsterdam.",https://www.marriott.com/hotels/travel/amsne-element-amsterdam,Netherlands,"Arent Janszoon Ernststraat, Amsterdam",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Axel Hotel Barcelona Urban Spa Adults Only,"A trendy hotel located in Barcelona's Eixample neighborhood, offering stylish rooms, a rooftop terrace with a pool, and a central location near gay-friendly bars, shops, and cultural attractions. The hotel provides a modern and vibrant atmosphere, making it a popular choice for LGBTQ+ travelers and those seeking a lively stay in Barcelona. (Adults Only)",https://www.axelhotels.com/en/axel-hotel-barcelona/,Spain,"Carrer d'Aribau, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Cram,"A boutique hotel located in Barcelona's Eixample neighborhood, offering stylish rooms, a rooftop pool, and a central location near Passeig de Gracia, Gaudi's Casa Batlló, and cultural attractions. The hotel combines modern design with comfort, providing a trendy and enjoyable stay for guests in Barcelona.",https://www.hotelcram.com/en/,Spain,"Avinguda de Catalunya, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Urban Lodge Hotel,"A modern hotel located in Amsterdam's Westerpark neighborhood, offering comfortable rooms, a bar, and a convenient location near Westergasfabriek, Jordaan neighborhood, and cultural attractions. The hotel provides a contemporary environment with a touch of rustic charm, making it a suitable choice for both business and leisure travelers visiting Amsterdam.",https://www.urbanlodgehotel.nl/,Netherlands,"Arlandaweg, Amsterdam",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Novotel Wien City,"A modern hotel located in Vienna's Leopoldstadt district, offering comfortable rooms, a restaurant, and a central location near Prater park, St. Stephen's Cathedral, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Vienna.",https://all.accor.com/hotel/0749/index.en.shtml,Austria,"Aspernbrückengasse, Vienna",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
The Levante Parliament A Design Hotel,"A design hotel located in Vienna's Josefstadt district, offering stylish rooms, a breakfast room, and a central location near the Austrian Parliament, Rathaus, and cultural attractions. The hotel combines contemporary design with comfort, providing a trendy and comfortable stay for guests in Vienna.",https://www.thelevante.com/en/the-levante-parliament-hotel-vienna.html,Austria,"Auerspergstraße, Vienna",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Room Mate Gerard,"A modern hotel located in Barcelona's Eixample neighborhood, offering stylish rooms, a terrace with panoramic views, and a central location near Passeig de Gracia, Casa Batlló, and cultural attractions. The hotel provides a contemporary and friendly atmosphere",https://room-matehotels.com/en/gerard/,Spain,"Carrer dels Llibreters, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
H10 Marina Barcelona,"A modern hotel located in Barcelona's Villa Olímpica neighborhood, offering comfortable rooms, a rooftop pool, and a central location near the beach, Port Olímpic, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.h10hotels.com/en/barcelona-hotels/h10-marina-barcelona,Spain,"Avinguda del Bogatell, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Barcelona Princess,"A modern hotel located in Barcelona's Diagonal Mar neighborhood, offering comfortable rooms, a rooftop pool, and a central location near the beach, Forum, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.hotelbarcelonaprincess.com/,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Novotel Barcelona City,"A modern hotel located in Barcelona's Sant Martí neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Glòries shopping center, Sagrada Família, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://all.accor.com/hotel/5560/index.en.shtml,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
The Gates Diagonal Barcelona,"A modern hotel located in Barcelona's Poblenou neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Glòries shopping center, Agbar Tower, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.gateshotelbarcelona.com/,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,"A modern hotel located in Barcelona's Les Corts neighborhood, offering comfortable rooms, a fitness center, and a central location near L'Illa Diagonal shopping center, Camp Nou stadium, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.marriott.com/hotels/travel/bcndl-ac-hotel-diagonal-l-illa/,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Wilson Boutique Hotel,"A boutique hotel located in Barcelona's Eixample neighborhood, offering stylish rooms, a rooftop terrace, and a central location near Passeig de Gracia, Casa Milà, and cultural attractions. The hotel combines modern design with comfort, providing a trendy and enjoyable stay for guests in Barcelona.",https://www.hotelwilson.com/,Spain,"Carrer de París, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
NH Hesperia Barcelona Presidente,"A modern hotel located in Barcelona's Les Corts neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Avinguda Diagonal, Camp Nou stadium, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.nh-hotels.com/hotel/nh-barcelona-presidente,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Hilton Barcelona,"A modern hotel located in Barcelona's Les Corts neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Avinguda Diagonal, Camp Nou stadium, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.hilton.com/en/hotels/bcncihi-hilton-barcelona/,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Vincci Mae,"A modern hotel located in Barcelona's Eixample neighborhood, offering comfortable rooms, a rooftop terrace, and a central location near Passeig de Gracia, Casa Batlló, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.vinccimae.com/,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Fairmont Rey Juan Carlos I,"A luxury hotel located in Barcelona's Les Corts neighborhood, offering elegant rooms, multiple restaurants, and a central location near Camp Nou stadium, Palau Reial de Pedralbes, and cultural attractions. The hotel showcases sophisticated design and provides a refined and luxurious experience for guests seeking a memorable stay in Barcelona.",https://www.fairmont.com/barcelona/rey-juan-carlos-i-barcelona/,Spain,"Avinguda Diagonal, Barcelona",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Pullman Barcelona Skipper,"A modern hotel located in Barcelona's Villa Olímpica neighborhood, offering comfortable rooms, a rooftop pool, and a central location near the beach, Port Olímpic, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://all.accor.com/hotel/7341/index.en.shtml,Spain,"Avinguda Litoral, Barcelona",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hotel Ciutadella Barcelona,"A boutique hotel located in Barcelona's El Born neighborhood, offering stylish rooms, a terrace, and a central location near Ciutadella Park, Picasso Museum, and cultural attractions. The hotel combines modern design with comfort, providing a trendy and enjoyable stay for guests in Barcelona.",https://www.hotelciutadellabarcelona.com/,Spain,"Av. del Marquès de l'Argentera, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Catalonia Atenas,"A modern hotel located in Barcelona's Sant Martí neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Sagrada Família, Torre Agbar, and cultural attractions. The hotel provides a contemporary environment",https://www.cataloniahotels.com/en/hotel/catalonia-atenas-barcelona,Spain,"Avinguda Meridiana, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Tryp Barcelona Apolo Hotel,"A modern hotel located in Barcelona's Poble-sec neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Montjuïc Park, Las Ramblas, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.melia.com/en/hotels/spain/barcelona/tryp-barcelona-apolo-hotel/index.html,Spain,"Av. del Paraŀlel, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Sansi Pedralbes,"A boutique hotel located in Barcelona's Les Corts neighborhood, offering elegant rooms, a garden terrace, and a peaceful location near Camp Nou Stadium and cultural attractions. The hotel combines classic design with modern comforts, providing a tranquil and comfortable stay for guests in Barcelona.",https://www.sansihotels.com/en/,Spain,"Avinguda Pearson, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Crowne Plaza Barcelona Fira Center,"A modern hotel located in Barcelona's Sants-Montjuïc neighborhood, offering stylish rooms, a rooftop pool, and a central location near Fira Barcelona, Plaça d'Espanya, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.ihg.com/crowneplaza/hotels/us/en/barcelona/bcnfc/hoteldetail,Spain,"Av. de Rius i Taulet, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Gran Hotel Torre Catalunya,"A luxury hotel located in Barcelona's Sants-Montjuïc neighborhood, offering spacious rooms, a rooftop pool, and panoramic views of the city. The hotel provides a sophisticated environment and a range of upscale amenities, making it an ideal choice for discerning travelers seeking a luxurious stay in Barcelona.",https://www.hoteltorrecatalunya.com/en,Spain,"Avinguda Diagonal, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
H10 Itaca,"A modern hotel located in Barcelona's Eixample neighborhood, offering comfortable rooms, a rooftop pool, and a central location near Plaça d'Espanya, Fira Barcelona, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.h10hotels.com/en/barcelona-hotels/h10-itaca,Spain,"Avinguda de Roma, Barcelona",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
